run_id,instance_id,solver_mode,solver_version,seed,config_id,repetition,stock_length,kerf,number_of_piece_types,total_demand,requested_length,length_distribution,demand_distribution,run_status,master_status,pricing_status,integer_master_status,termination_reason,schema_version,size_class,objective_value,number_of_stock_bars,lp_objective_value,restricted_integer_gap,total_waste,trim_loss,kerf_loss,overproduction_length,plan_feasible,number_of_cg_iterations,number_of_generated_columns,number_of_columns_added,initial_column_count,final_column_count,duplicate_column_count,final_reduced_cost,total_runtime_seconds,master_problem_runtime,pricing_runtime,integer_master_runtime,column_management_runtime,verification_runtime,unattributed_runtime,peak_memory_bytes,exact_pricing_calls,error_message,model_id,neural_inference_runtime,feature_preparation_runtime,number_of_candidates,number_of_selected_columns,exact_fallback_calls,speedup_vs_classical,objective_difference_vs_classical,code_commit,python_version,dependency_versions,hardware_id
0a7d1f04b507ceb459c156ececfeb391f76f1de71fdb6e64600aa057f281b683,2e8d6ecbaa342a376ff4bf4c2261c4dc9641091f94c4aebbb8364b9e2584f6af,classical,classical-cg-v1,103,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,2,100.0,0.0,2,12,506.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,MEDIUM,7.0,7,7.0,0.0,194.0,194.0,0.0,0.0,True,1,1,0,2,2,1,0.0,0.01768441600142978,0.0060815839970018715,0.006227165984455496,0.0045780829968862236,4.4832995627075434e-05,0.0006391250062733889,0.00011362502118572593,15120,1,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
0b71fc550118a42c8aa3196be33661664d32b4ee12e6ff0c58983b62b366a573,b09c9bbfd876bc77c5440191ebfb1a02f5aa41b774b446ae71d1f3ca862891e9,classical,classical-cg-v1,201,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,1,100.0,0.0,4,29,1000.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,LARGE,14.0,14,14.000000000000002,-1.7763568394002505e-15,400.0,326.0,0.0,74.0,True,3,3,2,4,6,1,0.0,0.12371262500528246,0.02130791699164547,0.07242199999745935,0.028935083013493568,0.00012600095942616463,0.0007874159782659262,0.0001342080649919808,18160,3,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
0ee2268e273c30de4a205cd0912373d506b8af56bbf6082be85d9e19cf184310,a0828ac52b3d58f01bfdadbd2eee43a27a4dc2fb83b298eb885be71d25ab31a2,classical,classical-cg-v1,203,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,2,100.0,0.0,4,20,1249.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,XL,15.0,15,15.0,0.0,251.0,176.0,0.0,75.0,True,4,4,3,4,7,1,0.0,0.15144975000293925,0.03055787502671592,0.0842639579786919,0.034798874985426664,0.00013141398085281253,0.0015420409908983856,0.0001555870403535664,19399,4,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
1419ebe96c279f415cd5347d6e65355d65d5af78eaf6b8c9961cf5fb4dde3432,2db8f04b0672b4e39578ab96c31e1989f5e93a806b484a143f83761c7a1f4c50,classical,classical-cg-v1,301,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,2,100.0,0.0,6,28,1745.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,MEDIUM,23.0,23,23.0,0.0,555.0,555.0,0.0,0.0,True,1,1,0,6,6,1,0.0,0.05474233301356435,0.007846250024158508,0.03920933400513604,0.005789166985778138,0.00015491701196879148,0.0016388340154662728,0.00010383097105659544,16525,1,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
2114533486cf45ea10ad45292445dfad172af809c1367e4ae4e83b213503edef,b7dc915107b5020410fb5597772f3b4a18c1dc4ded8e114a35d3dc5e895e96cc,classical,classical-cg-v1,403,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,2,100.0,0.0,8,48,2254.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,XL,24.0,24,23.888888888888893,0.11111111111110716,146.0,132.0,0.0,14.0,True,12,12,11,8,19,1,0.0,0.45071304199518636,0.10395137793966569,0.31714604201260954,0.02535916698980145,0.0003012900415342301,0.0032844169763848186,0.000670748035190627,40117,12,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
262ba1c741c441f286a580e216731db0b0770d7808866e7f01117fc92ef007ed,5d7cde942f6f9a9811561fb1c16bb97f0f197f7fd567dcb7f41c33103c0406a0,classical,classical-cg-v1,401,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,2,100.0,0.0,8,30,1717.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,LARGE,23.0,23,22.5,0.5,583.0,428.0,0.0,155.0,True,3,3,2,8,10,1,0.0,0.12754100002348423,0.02560629099025391,0.09137129099690355,0.007323041994823143,0.00017387399566359818,0.002914542012149468,0.00015196003369055688,20257,3,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
26b18e81f44d8d0ac301525ff2944ece4731c13b0627928fb51dcf5068e3afc8,6a97075552eaa33fc90b205108ea38eed24df5e00e18099237a5924d12beab13,classical,classical-cg-v1,402,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,1,100.0,0.0,8,50,3038.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,XL,39.0,39,39.0,0.0,862.0,686.0,0.0,176.0,True,5,5,4,8,12,1,0.0,0.2165044580178801,0.04612783499760553,0.15879837499232963,0.00785470800474286,0.00021237495820969343,0.0032822499924805015,0.0002289150725118816,23350,5,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
35f2e6710cc2ed00b284b0166cc15012933ff54d4d2d953fc972f6a5e474509b,6a97075552eaa33fc90b205108ea38eed24df5e00e18099237a5924d12beab13,classical,classical-cg-v1,402,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,0,100.0,0.0,8,50,3038.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,XL,39.0,39,39.0,0.0,862.0,686.0,0.0,176.0,True,5,5,4,8,12,1,0.0,0.21455600002082065,0.04722162499092519,0.15568003998487256,0.007608499989146367,0.00022654104395769536,0.0035426660033408552,0.00027662800857797265,24365,5,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
407be9c0ac016f160133d78034e701865bca7d39205a31fc310073ceabe2800a,5d7cde942f6f9a9811561fb1c16bb97f0f197f7fd567dcb7f41c33103c0406a0,classical,classical-cg-v1,401,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,1,100.0,0.0,8,30,1717.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,LARGE,23.0,23,22.5,0.5,583.0,428.0,0.0,155.0,True,3,3,2,8,10,1,0.0,0.1331877920019906,0.026805041008628905,0.09607474997756071,0.007233875017846003,0.00019941700156778097,0.002722167002502829,0.00015254199388436973,19989,3,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
4b2032ae18bb26f86b2249b27b6d8c1644e64b60dae29f2b9a0424672f4634a2,d71a500910a2039d84f38704af75d2036160060c50841a11b3d98be280d6f7fd,classical,classical-cg-v1,303,721fcb829c617d9efe9e1929e2d2db0e4a7564de32154ef6ad7eefce35691663,2,100.0,0.0,6,44,1719.0,uniform_integer_v1,uniform_integer_v1,optimal_lp_restricted_ip,optimal,optimal,optimal,no_improving_column,benchmark-run-v1,XL,20.0,20,19.0,1.0,281.0,151.0,0.0,130.0,True,6,6,5,6,11,1,0.0,0.2182936670142226,0.04256558301858604,0.14208208394120447,0.030566916015231982,0.00017941699479706585,0.0026455000042915344,0.00025416704011149704,23626,6,,,,,,,,,,497b873e0359785f925ac26baa074f60f19ed266,3.11.15,"numpy==2.4.6,scipy==1.17.1","platform=macOS-26.4.1-arm64-arm-64bit;machine=arm64;processor=arm;cpu_count=10;threads=OMP_NUM_THREADS=unset,OPENBLAS_NUM_THREADS=unset,MKL_NUM_THREADS=unset"
